location,request,mode,time_step,quntantile,value,objective,Power,e_loc1,e_loc2,e_loc3,base_a1,base_a2,base_a3,base_a4,base_b1,base_b2,base_b3,base_b4
loc1,req2,mode4,31,y_0,1.0,12925615174.504295,1020.23,"[847.762395, 828.365742, 895.216326, 863.921298, 877.26212, 842.161351]","[811.588196, 797.554211, 844.999448, 252.673569, 825.635901, 804.850486]","[822.777338, 802.181372, 874.775342, 836.459549, 844.161133, 811.285232]","[1.2, 1.3, 1.1, 1.2, 1.2, 1.2]","[0.0, 0.1, 0.0, 0.1, 0.1, 0.1]","[19.8, 19.1, 19.3, 19.2, 19.3, 19.3]","[2.4, 2.4, 2.1, 2.6, 2.3, 2.3]","[0.3, 0.1, 0.0, 0.2, 0.1, 0.0]","[0.1, 0.1, 0.1, 0.1, 0.0, 0.1]","[18.1, 16.3, 17.8, 17.1, 17.5, 17.1]","[5.1, 4.7, 5.2, 5.2, 4.6, 5.2]"
loc1,req3,mode2,31,y_0,1.0,12925615174.504295,1472.297377,"[847.762395, 828.365742, 895.216326, 863.921298, 877.26212, 842.161351]","[811.588196, 797.554211, 844.999448, 252.673569, 825.635901, 804.850486]","[822.777338, 802.181372, 874.775342, 836.459549, 844.161133, 811.285232]","[1.2, 1.3, 1.1, 1.2, 1.2, 1.2]","[0.0, 0.1, 0.0, 0.1, 0.1, 0.1]","[19.8, 19.1, 19.3, 19.2, 19.3, 19.3]","[2.4, 2.4, 2.1, 2.6, 2.3, 2.3]","[0.3, 0.1, 0.0, 0.2, 0.1, 0.0]","[0.1, 0.1, 0.1, 0.1, 0.0, 0.1]","[18.1, 16.3, 17.8, 17.1, 17.5, 17.1]","[5.1, 4.7, 5.2, 5.2, 4.6, 5.2]"
loc2,req1,mode1,31,y_0,1.0,12925615174.504295,745.5996923,"[847.762395, 828.365742, 895.216326, 863.921298, 877.26212, 842.161351]","[811.588196, 797.554211, 844.999448, 252.673569, 825.635901, 804.850486]","[822.777338, 802.181372, 874.775342, 836.459549, 844.161133, 811.285232]","[1.2, 1.3, 1.1, 1.2, 1.2, 1.2]","[0.0, 0.1, 0.0, 0.1, 0.1, 0.1]","[19.8, 19.1, 19.3, 19.2, 19.3, 19.3]","[2.4, 2.4, 2.1, 2.6, 2.3, 2.3]","[0.3, 0.1, 0.0, 0.2, 0.1, 0.0]","[0.1, 0.1, 0.1, 0.1, 0.0, 0.1]","[18.1, 16.3, 17.8, 17.1, 17.5, 17.1]","[5.1, 4.7, 5.2, 5.2, 4.6, 5.2]"
loc2,req3,mode1,31,y_0,1.0,12925615174.504295,747.2272727,"[847.762395, 828.365742, 895.216326, 863.921298, 877.26212, 842.161351]","[811.588196, 797.554211, 844.999448, 252.673569, 825.635901, 804.850486]","[822.777338, 802.181372, 874.775342, 836.459549, 844.161133, 811.285232]","[1.2, 1.3, 1.1, 1.2, 1.2, 1.2]","[0.0, 0.1, 0.0, 0.1, 0.1, 0.1]","[19.8, 19.1, 19.3, 19.2, 19.3, 19.3]","[2.4, 2.4, 2.1, 2.6, 2.3, 2.3]","[0.3, 0.1, 0.0, 0.2, 0.1, 0.0]","[0.1, 0.1, 0.1, 0.1, 0.0, 0.1]","[18.1, 16.3, 17.8, 17.1, 17.5, 17.1]","[5.1, 4.7, 5.2, 5.2, 4.6, 5.2]"
loc2,req3,mode2,31,y_0,2.0,12925615174.504295,1472.297377,"[847.762395, 828.365742, 895.216326, 863.921298, 877.26212, 842.161351]","[811.588196, 797.554211, 844.999448, 252.673569, 825.635901, 804.850486]","[822.777338, 802.181372, 874.775342, 836.459549, 844.161133, 811.285232]","[1.2, 1.3, 1.1, 1.2, 1.2, 1.2]","[0.0, 0.1, 0.0, 0.1, 0.1, 0.1]","[19.8, 19.1, 19.3, 19.2, 19.3, 19.3]","[2.4, 2.4, 2.1, 2.6, 2.3, 2.3]","[0.3, 0.1, 0.0, 0.2, 0.1, 0.0]","[0.1, 0.1, 0.1, 0.1, 0.0, 0.1]","[18.1, 16.3, 17.8, 17.1, 17.5, 17.1]","[5.1, 4.7, 5.2, 5.2, 4.6, 5.2]"
loc3,req4,mode3,31,y_0,1.0,12925615174.504295,2201.83,"[847.762395, 828.365742, 895.216326, 863.921298, 877.26212, 842.161351]","[811.588196, 797.554211, 844.999448, 252.673569, 825.635901, 804.850486]","[822.777338, 802.181372, 874.775342, 836.459549, 844.161133, 811.285232]","[1.2, 1.3, 1.1, 1.2, 1.2, 1.2]","[0.0, 0.1, 0.0, 0.1, 0.1, 0.1]","[19.8, 19.1, 19.3, 19.2, 19.3, 19.3]","[2.4, 2.4, 2.1, 2.6, 2.3, 2.3]","[0.3, 0.1, 0.0, 0.2, 0.1, 0.0]","[0.1, 0.1, 0.1, 0.1, 0.0, 0.1]","[18.1, 16.3, 17.8, 17.1, 17.5, 17.1]","[5.1, 4.7, 5.2, 5.2, 4.6, 5.2]"
no_solution,no_solution,no_solution,32,-1,-1.0,-1.0,"[1123.292123, 2084.503979, 1191.467943, 1713.237127, 2581.38262, 3330.718066]","[1041.730848, 1663.982849, 494.228089, -438.659043, 806.532843, 687.284268]","[1095.143614, 2155.454162, 888.582079, 781.968243, 1894.298439, 2304.261718]","[1.4, 1.2, 1.2, 1.5, 1.2, 1.1]","[0.1, 0.1, 0.0, 0.1, 0.1, 0.1]","[22.3, 21.0, 19.5, 20.4, 20.6, 17.1]","[2.9, 2.4, 2.2, 2.5, 1.9, 1.7]","[0.2, 0.1, 0.0, 0.2, 0.1, 0.0]","[0.1, 0.1, 0.2, 0.0, 0.1, 0.1]","[19.4, 19.3, 17.5, 18.0, 18.3, 15.0]","[6.1, 4.9, 4.7, 4.8, 4.9, 4.5]",
loc1,req2,mode4,33,y_0,1.0,14488636744.37527,1020.23,"[851.312314, 834.92284, 1282.001137, 810.825247, 947.067309, 747.525188]","[826.495943, 811.895724, 807.208199, 804.446771, 810.654129, 893.341118]","[830.213037, 1354.921424, 1090.322073, 797.297486, 883.252382, 797.866616]","[1.4, 1.3, 1.2, 1.0, 1.4, 1.1]","[0.0, 0.1, 0.1, 0.1, 0.1, 0.1]","[19.0, 17.3, 18.7, 19.7, 18.9, 18.5]","[2.4, 2.0, 2.5, 2.2, 2.4, 2.8]","[0.2, 0.2, 0.0, 0.2, 0.2, 0.1]","[0.1, 0.2, 0.1, 0.1, 0.0, 0.1]","[16.8, 16.1, 16.2, 17.6, 17.2, 16.9]","[5.2, 4.5, 4.8, 4.6, 5.0, 5.2]"
loc1,req3,mode2,33,y_0,1.0,14488636744.37527,1472.297377,"[851.312314, 834.92284, 1282.001137, 810.825247, 947.067309, 747.525188]","[826.495943, 811.895724, 807.208199, 804.446771, 810.654129, 893.341118]","[830.213037, 1354.921424, 1090.322073, 797.297486, 883.252382, 797.866616]","[1.4, 1.3, 1.2, 1.0, 1.4, 1.1]","[0.0, 0.1, 0.1, 0.1, 0.1, 0.1]","[19.0, 17.3, 18.7, 19.7, 18.9, 18.5]","[2.4, 2.0, 2.5, 2.2, 2.4, 2.8]","[0.2, 0.2, 0.0, 0.2, 0.2, 0.1]","[0.1, 0.2, 0.1, 0.1, 0.0, 0.1]","[16.8, 16.1, 16.2, 17.6, 17.2, 16.9]","[5.2, 4.5, 4.8, 4.6, 5.0, 5.2]"
loc2,req1,mode1,33,y_0,1.0,14488636744.37527,745.5996923,"[851.312314, 834.92284, 1282.001137, 810.825247, 947.067309, 747.525188]","[826.495943, 811.895724, 807.208199, 804.446771, 810.654129, 893.341118]","[830.213037, 1354.921424, 1090.322073, 797.297486, 883.252382, 797.866616]","[1.4, 1.3, 1.2, 1.0, 1.4, 1.1]","[0.0, 0.1, 0.1, 0.1, 0.1, 0.1]","[19.0, 17.3, 18.7, 19.7, 18.9, 18.5]","[2.4, 2.0, 2.5, 2.2, 2.4, 2.8]","[0.2, 0.2, 0.0, 0.2, 0.2, 0.1]","[0.1, 0.2, 0.1, 0.1, 0.0, 0.1]","[16.8, 16.1, 16.2, 17.6, 17.2, 16.9]","[5.2, 4.5, 4.8, 4.6, 5.0, 5.2]"
loc2,req3,mode1,33,y_0,1.0,14488636744.37527,747.2272727,"[851.312314, 834.92284, 1282.001137, 810.825247, 947.067309, 747.525188]","[826.495943, 811.895724, 807.208199, 804.446771, 810.654129, 893.341118]","[830.213037, 1354.921424, 1090.322073, 797.297486, 883.252382, 797.866616]","[1.4, 1.3, 1.2, 1.0, 1.4, 1.1]","[0.0, 0.1, 0.1, 0.1, 0.1, 0.1]","[19.0, 17.3, 18.7, 19.7, 18.9, 18.5]","[2.4, 2.0, 2.5, 2.2, 2.4, 2.8]","[0.2, 0.2, 0.0, 0.2, 0.2, 0.1]","[0.1, 0.2, 0.1, 0.1, 0.0, 0.1]","[16.8, 16.1, 16.2, 17.6, 17.2, 16.9]","[5.2, 4.5, 4.8, 4.6, 5.0, 5.2]"
loc2,req3,mode2,33,y_0,2.0,14488636744.37527,1472.297377,"[851.312314, 834.92284, 1282.001137, 810.825247, 947.067309, 747.525188]","[826.495943, 811.895724, 807.208199, 804.446771, 810.654129, 893.341118]","[830.213037, 1354.921424, 1090.322073, 797.297486, 883.252382, 797.866616]","[1.4, 1.3, 1.2, 1.0, 1.4, 1.1]","[0.0, 0.1, 0.1, 0.1, 0.1, 0.1]","[19.0, 17.3, 18.7, 19.7, 18.9, 18.5]","[2.4, 2.0, 2.5, 2.2, 2.4, 2.8]","[0.2, 0.2, 0.0, 0.2, 0.2, 0.1]","[0.1, 0.2, 0.1, 0.1, 0.0, 0.1]","[16.8, 16.1, 16.2, 17.6, 17.2, 16.9]","[5.2, 4.5, 4.8, 4.6, 5.0, 5.2]"
loc3,req4,mode3,33,y_0,1.0,14488636744.37527,2201.83,"[851.312314, 834.92284, 1282.001137, 810.825247, 947.067309, 747.525188]","[826.495943, 811.895724, 807.208199, 804.446771, 810.654129, 893.341118]","[830.213037, 1354.921424, 1090.322073, 797.297486, 883.252382, 797.866616]","[1.4, 1.3, 1.2, 1.0, 1.4, 1.1]","[0.0, 0.1, 0.1, 0.1, 0.1, 0.1]","[19.0, 17.3, 18.7, 19.7, 18.9, 18.5]","[2.4, 2.0, 2.5, 2.2, 2.4, 2.8]","[0.2, 0.2, 0.0, 0.2, 0.2, 0.1]","[0.1, 0.2, 0.1, 0.1, 0.0, 0.1]","[16.8, 16.1, 16.2, 17.6, 17.2, 16.9]","[5.2, 4.5, 4.8, 4.6, 5.0, 5.2]"
no_solution,no_solution,no_solution,34,-1,-1.0,-1.0,"[2314.350006, 2899.859488, 897.146649, 601.250018, 816.577354, 2306.371524]","[1829.5772, 1381.834313, 842.145579, 1042.518447, 781.43463, 1816.363335]","[2460.651588, 2354.835848, 877.970658, 373.506448, 793.648881, 2411.852726]","[1.6, 1.5, 1.5, 1.2, 1.1, 1.3]","[0.1, 0.1, 0.1, 0.1, 0.0, 0.0]","[21.4, 18.9, 21.1, 19.2, 18.7, 18.4]","[2.4, 2.1, 2.5, 2.4, 2.0, 2.2]","[0.3, 0.2, 0.0, 0.3, 0.2, 0.0]","[0.1, 0.2, 0.1, 0.1, 0.1, 0.1]","[18.4, 17.1, 19.4, 17.3, 16.7, 15.8]","[5.4, 5.2, 6.2, 4.7, 4.3, 5.0]",
loc1,req2,mode4,35,y_0,1.0,23992490731.701748,1020.23,"[2182.194646, 2025.865084, 884.318577, 1172.453595, 2548.358005, 1255.347878]","[1647.775436, 1629.542395, 1007.235565, 911.308084, 830.472968, 1459.601918]","[2323.345379, 2111.542085, 967.383508, 1099.738636, 1962.202849, 1373.33468]","[1.1, 1.4, 1.4, 1.2, 1.2, 1.2]","[0.1, 0.1, 0.1, 0.1, 0.1, 0.1]","[19.5, 19.4, 17.6, 20.2, 17.2, 18.5]","[2.2, 2.0, 1.8, 2.4, 1.8, 2.1]","[0.3, 0.2, 0.0, 0.3, 0.1, 0.0]","[0.0, 0.1, 0.1, 0.1, 0.1, 0.1]","[16.7, 17.3, 16.1, 17.7, 15.5, 16.8]","[4.6, 4.5, 4.4, 5.0, 4.2, 4.3]"
loc1,req3,mode2,35,y_0,1.0,23992490731.701748,1472.297377,"[2182.194646, 2025.865084, 884.318577, 1172.453595, 2548.358005, 1255.347878]","[1647.775436, 1629.542395, 1007.235565, 911.308084, 830.472968, 1459.601918]","[2323.345379, 2111.542085, 967.383508, 1099.738636, 1962.202849, 1373.33468]","[1.1, 1.4, 1.4, 1.2, 1.2, 1.2]","[0.1, 0.1, 0.1, 0.1, 0.1, 0.1]","[19.5, 19.4, 17.6, 20.2, 17.2, 18.5]","[2.2, 2.0, 1.8, 2.4, 1.8, 2.1]","[0.3, 0.2, 0.0, 0.3, 0.1, 0.0]","[0.0, 0.1, 0.1, 0.1, 0.1, 0.1]","[16.7, 17.3, 16.1, 17.7, 15.5, 16.8]","[4.6, 4.5, 4.4, 5.0, 4.2, 4.3]"
loc2,req1,mode1,35,y_0,1.0,23992490731.701748,745.5996923,"[2182.194646, 2025.865084, 884.318577, 1172.453595, 2548.358005, 1255.347878]","[1647.775436, 1629.542395, 1007.235565, 911.308084, 830.472968, 1459.601918]","[2323.345379, 2111.542085, 967.383508, 1099.738636, 1962.202849, 1373.33468]","[1.1, 1.4, 1.4, 1.2, 1.2, 1.2]","[0.1, 0.1, 0.1, 0.1, 0.1, 0.1]","[19.5, 19.4, 17.6, 20.2, 17.2, 18.5]","[2.2, 2.0, 1.8, 2.4, 1.8, 2.1]","[0.3, 0.2, 0.0, 0.3, 0.1, 0.0]","[0.0, 0.1, 0.1, 0.1, 0.1, 0.1]","[16.7, 17.3, 16.1, 17.7, 15.5, 16.8]","[4.6, 4.5, 4.4, 5.0, 4.2, 4.3]"
loc2,req3,mode1,35,y_0,1.0,23992490731.701748,747.2272727,"[2182.194646, 2025.865084, 884.318577, 1172.453595, 2548.358005, 1255.347878]","[1647.775436, 1629.542395, 1007.235565, 911.308084, 830.472968, 1459.601918]","[2323.345379, 2111.542085, 967.383508, 1099.738636, 1962.202849, 1373.33468]","[1.1, 1.4, 1.4, 1.2, 1.2, 1.2]","[0.1, 0.1, 0.1, 0.1, 0.1, 0.1]","[19.5, 19.4, 17.6, 20.2, 17.2, 18.5]","[2.2, 2.0, 1.8, 2.4, 1.8, 2.1]","[0.3, 0.2, 0.0, 0.3, 0.1, 0.0]","[0.0, 0.1, 0.1, 0.1, 0.1, 0.1]","[16.7, 17.3, 16.1, 17.7, 15.5, 16.8]","[4.6, 4.5, 4.4, 5.0, 4.2, 4.3]"
loc2,req3,mode2,35,y_0,2.0,23992490731.701748,1472.297377,"[2182.194646, 2025.865084, 884.318577, 1172.453595, 2548.358005, 1255.347878]","[1647.775436, 1629.542395, 1007.235565, 911.308084, 830.472968, 1459.601918]","[2323.345379, 2111.542085, 967.383508, 1099.738636, 1962.202849, 1373.33468]","[1.1, 1.4, 1.4, 1.2, 1.2, 1.2]","[0.1, 0.1, 0.1, 0.1, 0.1, 0.1]","[19.5, 19.4, 17.6, 20.2, 17.2, 18.5]","[2.2, 2.0, 1.8, 2.4, 1.8, 2.1]","[0.3, 0.2, 0.0, 0.3, 0.1, 0.0]","[0.0, 0.1, 0.1, 0.1, 0.1, 0.1]","[16.7, 17.3, 16.1, 17.7, 15.5, 16.8]","[4.6, 4.5, 4.4, 5.0, 4.2, 4.3]"
loc3,req4,mode3,35,y_0,1.0,23992490731.701748,2201.83,"[2182.194646, 2025.865084, 884.318577, 1172.453595, 2548.358005, 1255.347878]","[1647.775436, 1629.542395, 1007.235565, 911.308084, 830.472968, 1459.601918]","[2323.345379, 2111.542085, 967.383508, 1099.738636, 1962.202849, 1373.33468]","[1.1, 1.4, 1.4, 1.2, 1.2, 1.2]","[0.1, 0.1, 0.1, 0.1, 0.1, 0.1]","[19.5, 19.4, 17.6, 20.2, 17.2, 18.5]","[2.2, 2.0, 1.8, 2.4, 1.8, 2.1]","[0.3, 0.2, 0.0, 0.3, 0.1, 0.0]","[0.0, 0.1, 0.1, 0.1, 0.1, 0.1]","[16.7, 17.3, 16.1, 17.7, 15.5, 16.8]","[4.6, 4.5, 4.4, 5.0, 4.2, 4.3]"
loc1,req2,mode4,36,y_0,1.0,13653839398.387352,1020.23,"[896.226206, 866.444166, 852.862878, 866.5137, 656.131629, 866.041533]","[840.163084, 822.115624, 800.241181, 756.755793, 825.435611, 926.83814]","[872.670104, 849.339832, 830.980148, 824.781187, 709.171701, 899.26438]","[1.2, 1.2, 1.2, 1.1, 1.4, 1.4]","[0.0, 0.0, 0.1, 0.1, 0.0, 0.1]","[19.6, 19.2, 20.0, 19.9, 19.4, 20.3]","[2.2, 2.0, 2.1, 2.0, 2.6, 2.5]","[0.2, 0.1, 0.1, 0.3, 0.1, 0.0]","[0.1, 0.1, 0.0, 0.0, 0.1, 0.1]","[17.7, 16.4, 18.5, 18.3, 18.1, 18.6]","[4.7, 5.0, 4.7, 4.7, 5.0, 5.1]"
loc1,req3,mode2,36,y_0,1.0,13653839398.387352,1472.297377,"[896.226206, 866.444166, 852.862878, 866.5137, 656.131629, 866.041533]","[840.163084, 822.115624, 800.241181, 756.755793, 825.435611, 926.83814]","[872.670104, 849.339832, 830.980148, 824.781187, 709.171701, 899.26438]","[1.2, 1.2, 1.2, 1.1, 1.4, 1.4]","[0.0, 0.0, 0.1, 0.1, 0.0, 0.1]","[19.6, 19.2, 20.0, 19.9, 19.4, 20.3]","[2.2, 2.0, 2.1, 2.0, 2.6, 2.5]","[0.2, 0.1, 0.1, 0.3, 0.1, 0.0]","[0.1, 0.1, 0.0, 0.0, 0.1, 0.1]","[17.7, 16.4, 18.5, 18.3, 18.1, 18.6]","[4.7, 5.0, 4.7, 4.7, 5.0, 5.1]"
loc2,req1,mode1,36,y_0,1.0,13653839398.387352,745.5996923,"[896.226206, 866.444166, 852.862878, 866.5137, 656.131629, 866.041533]","[840.163084, 822.115624, 800.241181, 756.755793, 825.435611, 926.83814]","[872.670104, 849.339832, 830.980148, 824.781187, 709.171701, 899.26438]","[1.2, 1.2, 1.2, 1.1, 1.4, 1.4]","[0.0, 0.0, 0.1, 0.1, 0.0, 0.1]","[19.6, 19.2, 20.0, 19.9, 19.4, 20.3]","[2.2, 2.0, 2.1, 2.0, 2.6, 2.5]","[0.2, 0.1, 0.1, 0.3, 0.1, 0.0]","[0.1, 0.1, 0.0, 0.0, 0.1, 0.1]","[17.7, 16.4, 18.5, 18.3, 18.1, 18.6]","[4.7, 5.0, 4.7, 4.7, 5.0, 5.1]"
loc2,req3,mode1,36,y_0,1.0,13653839398.387352,747.2272727,"[896.226206, 866.444166, 852.862878, 866.5137, 656.131629, 866.041533]","[840.163084, 822.115624, 800.241181, 756.755793, 825.435611, 926.83814]","[872.670104, 849.339832, 830.980148, 824.781187, 709.171701, 899.26438]","[1.2, 1.2, 1.2, 1.1, 1.4, 1.4]","[0.0, 0.0, 0.1, 0.1, 0.0, 0.1]","[19.6, 19.2, 20.0, 19.9, 19.4, 20.3]","[2.2, 2.0, 2.1, 2.0, 2.6, 2.5]","[0.2, 0.1, 0.1, 0.3, 0.1, 0.0]","[0.1, 0.1, 0.0, 0.0, 0.1, 0.1]","[17.7, 16.4, 18.5, 18.3, 18.1, 18.6]","[4.7, 5.0, 4.7, 4.7, 5.0, 5.1]"
loc2,req3,mode2,36,y_0,2.0,13653839398.387352,1472.297377,"[896.226206, 866.444166, 852.862878, 866.5137, 656.131629, 866.041533]","[840.163084, 822.115624, 800.241181, 756.755793, 825.435611, 926.83814]","[872.670104, 849.339832, 830.980148, 824.781187, 709.171701, 899.26438]","[1.2, 1.2, 1.2, 1.1, 1.4, 1.4]","[0.0, 0.0, 0.1, 0.1, 0.0, 0.1]","[19.6, 19.2, 20.0, 19.9, 19.4, 20.3]","[2.2, 2.0, 2.1, 2.0, 2.6, 2.5]","[0.2, 0.1, 0.1, 0.3, 0.1, 0.0]","[0.1, 0.1, 0.0, 0.0, 0.1, 0.1]","[17.7, 16.4, 18.5, 18.3, 18.1, 18.6]","[4.7, 5.0, 4.7, 4.7, 5.0, 5.1]"
loc3,req4,mode3,36,y_0,1.0,13653839398.387352,2201.83,"[896.226206, 866.444166, 852.862878, 866.5137, 656.131629, 866.041533]","[840.163084, 822.115624, 800.241181, 756.755793, 825.435611, 926.83814]","[872.670104, 849.339832, 830.980148, 824.781187, 709.171701, 899.26438]","[1.2, 1.2, 1.2, 1.1, 1.4, 1.4]","[0.0, 0.0, 0.1, 0.1, 0.0, 0.1]","[19.6, 19.2, 20.0, 19.9, 19.4, 20.3]","[2.2, 2.0, 2.1, 2.0, 2.6, 2.5]","[0.2, 0.1, 0.1, 0.3, 0.1, 0.0]","[0.1, 0.1, 0.0, 0.0, 0.1, 0.1]","[17.7, 16.4, 18.5, 18.3, 18.1, 18.6]","[4.7, 5.0, 4.7, 4.7, 5.0, 5.1]"
loc1,req2,mode4,37,y_0,1.0,14764730467.400188,1020.23,"[916.870238, 1678.154612, 858.200327, 658.767076, 808.664618, 858.491821]","[801.710054, 817.975354, 799.013522, 813.571319, 1218.431807, 798.938416]","[883.415777, 1402.343463, 843.3089, 698.510893, 584.524583, 823.168948]","[1.5, 1.2, 1.4, 1.3, 1.7, 1.2]","[0.0, 0.0, 0.0, 0.1, 0.0, 0.0]","[19.8, 18.5, 20.2, 18.9, 20.1, 17.4]","[1.8, 2.5, 2.0, 1.9, 2.2, 2.4]","[0.2, 0.1, 0.0, 0.2, 0.1, 0.0]","[0.1, 0.2, 0.1, 0.1, 0.0, 0.1]","[17.7, 16.9, 18.5, 16.8, 18.9, 15.9]","[5.0, 4.5, 4.8, 4.6, 4.6, 4.8]"
loc1,req3,mode2,37,y_0,1.0,14764730467.400188,1472.297377,"[916.870238, 1678.154612, 858.200327, 658.767076, 808.664618, 858.491821]","[801.710054, 817.975354, 799.013522, 813.571319, 1218.431807, 798.938416]","[883.415777, 1402.343463, 843.3089, 698.510893, 584.524583, 823.168948]","[1.5, 1.2, 1.4, 1.3, 1.7, 1.2]","[0.0, 0.0, 0.0, 0.1, 0.0, 0.0]","[19.8, 18.5, 20.2, 18.9, 20.1, 17.4]","[1.8, 2.5, 2.0, 1.9, 2.2, 2.4]","[0.2, 0.1, 0.0, 0.2, 0.1, 0.0]","[0.1, 0.2, 0.1, 0.1, 0.0, 0.1]","[17.7, 16.9, 18.5, 16.8, 18.9, 15.9]","[5.0, 4.5, 4.8, 4.6, 4.6, 4.8]"
loc2,req3,mode2,37,y_0,1.0,14764730467.400188,1472.297377,"[916.870238, 1678.154612, 858.200327, 658.767076, 808.664618, 858.491821]","[801.710054, 817.975354, 799.013522, 813.571319, 1218.431807, 798.938416]","[883.415777, 1402.343463, 843.3089, 698.510893, 584.524583, 823.168948]","[1.5, 1.2, 1.4, 1.3, 1.7, 1.2]","[0.0, 0.0, 0.0, 0.1, 0.0, 0.0]","[19.8, 18.5, 20.2, 18.9, 20.1, 17.4]","[1.8, 2.5, 2.0, 1.9, 2.2, 2.4]","[0.2, 0.1, 0.0, 0.2, 0.1, 0.0]","[0.1, 0.2, 0.1, 0.1, 0.0, 0.1]","[17.7, 16.9, 18.5, 16.8, 18.9, 15.9]","[5.0, 4.5, 4.8, 4.6, 4.6, 4.8]"
loc2,req4,mode3,37,y_0,1.0,14764730467.400188,2201.83,"[916.870238, 1678.154612, 858.200327, 658.767076, 808.664618, 858.491821]","[801.710054, 817.975354, 799.013522, 813.571319, 1218.431807, 798.938416]","[883.415777, 1402.343463, 843.3089, 698.510893, 584.524583, 823.168948]","[1.5, 1.2, 1.4, 1.3, 1.7, 1.2]","[0.0, 0.0, 0.0, 0.1, 0.0, 0.0]","[19.8, 18.5, 20.2, 18.9, 20.1, 17.4]","[1.8, 2.5, 2.0, 1.9, 2.2, 2.4]","[0.2, 0.1, 0.0, 0.2, 0.1, 0.0]","[0.1, 0.2, 0.1, 0.1, 0.0, 0.1]","[17.7, 16.9, 18.5, 16.8, 18.9, 15.9]","[5.0, 4.5, 4.8, 4.6, 4.6, 4.8]"
loc3,req1,mode1,37,y_0,1.0,14764730467.400188,745.5996923,"[916.870238, 1678.154612, 858.200327, 658.767076, 808.664618, 858.491821]","[801.710054, 817.975354, 799.013522, 813.571319, 1218.431807, 798.938416]","[883.415777, 1402.343463, 843.3089, 698.510893, 584.524583, 823.168948]","[1.5, 1.2, 1.4, 1.3, 1.7, 1.2]","[0.0, 0.0, 0.0, 0.1, 0.0, 0.0]","[19.8, 18.5, 20.2, 18.9, 20.1, 17.4]","[1.8, 2.5, 2.0, 1.9, 2.2, 2.4]","[0.2, 0.1, 0.0, 0.2, 0.1, 0.0]","[0.1, 0.2, 0.1, 0.1, 0.0, 0.1]","[17.7, 16.9, 18.5, 16.8, 18.9, 15.9]","[5.0, 4.5, 4.8, 4.6, 4.6, 4.8]"
loc3,req3,mode1,37,y_0,1.0,14764730467.400188,747.2272727,"[916.870238, 1678.154612, 858.200327, 658.767076, 808.664618, 858.491821]","[801.710054, 817.975354, 799.013522, 813.571319, 1218.431807, 798.938416]","[883.415777, 1402.343463, 843.3089, 698.510893, 584.524583, 823.168948]","[1.5, 1.2, 1.4, 1.3, 1.7, 1.2]","[0.0, 0.0, 0.0, 0.1, 0.0, 0.0]","[19.8, 18.5, 20.2, 18.9, 20.1, 17.4]","[1.8, 2.5, 2.0, 1.9, 2.2, 2.4]","[0.2, 0.1, 0.0, 0.2, 0.1, 0.0]","[0.1, 0.2, 0.1, 0.1, 0.0, 0.1]","[17.7, 16.9, 18.5, 16.8, 18.9, 15.9]","[5.0, 4.5, 4.8, 4.6, 4.6, 4.8]"
loc3,req3,mode2,37,y_0,1.0,14764730467.400188,1472.297377,"[916.870238, 1678.154612, 858.200327, 658.767076, 808.664618, 858.491821]","[801.710054, 817.975354, 799.013522, 813.571319, 1218.431807, 798.938416]","[883.415777, 1402.343463, 843.3089, 698.510893, 584.524583, 823.168948]","[1.5, 1.2, 1.4, 1.3, 1.7, 1.2]","[0.0, 0.0, 0.0, 0.1, 0.0, 0.0]","[19.8, 18.5, 20.2, 18.9, 20.1, 17.4]","[1.8, 2.5, 2.0, 1.9, 2.2, 2.4]","[0.2, 0.1, 0.0, 0.2, 0.1, 0.0]","[0.1, 0.2, 0.1, 0.1, 0.0, 0.1]","[17.7, 16.9, 18.5, 16.8, 18.9, 15.9]","[5.0, 4.5, 4.8, 4.6, 4.6, 4.8]"
loc1,req1,mode1,38,y_0,1.0,13073289705.102627,745.5996923,"[891.149621, 817.94507, 846.847303, 1060.719083, 858.757821, 830.315523]","[823.748397, 862.422567, 811.916449, 962.883009, 820.963724, 800.892827]","[904.855185, 840.937235, 841.995669, 1080.004704, 855.95803, 816.49366]","[1.0, 1.4, 1.0, 1.2, 1.2, 1.5]","[0.0, 0.0, 0.1, 0.1, 0.1, 0.1]","[18.8, 18.1, 18.5, 18.0, 15.6, 18.1]","[1.8, 2.1, 2.3, 2.1, 1.8, 2.2]","[0.2, 0.1, 0.0, 0.2, 0.1, 0.0]","[0.1, 0.1, 0.0, 0.0, 0.1, 0.1]","[17.6, 16.4, 16.6, 15.8, 14.7, 16.6]","[4.3, 4.5, 5.0, 5.3, 3.7, 4.7]"
