location,request,mode,time_step,quntantile,value,objective,Power,e_loc1,e_loc2,e_loc3,base_a1,base_a2,base_a3,base_a4,base_b1,base_b2,base_b3,base_b4
loc3,req4,mode3,6,y_0,1.0,14333332813.33965,2201.83,"[1659.437517, 1488.816404, 2685.783187, 1310.728734, 836.918304, 928.974072]","[1060.944614, 777.278668, 814.447469, 782.09939, 823.709997, 761.936151]","[1474.28809, 1211.200441, 2013.499106, 1098.981544, 816.989032, 837.547626]","[0.9, 0.9, 1.0, 1.0, 0.7, 1.0]","[0.0, 0.0, 0.1, 0.1, 0.0, 0.1]","[14.6, 14.0, 13.5, 13.3, 12.7, 14.1]","[1.6, 1.7, 1.7, 2.0, 1.6, 1.6]","[0.4, 0.2, 0.0, 0.3, 0.2, 0.0]","[0.0, 0.1, 0.1, 0.1, 0.1, 0.0]","[12.5, 12.6, 12.1, 12.4, 11.7, 12.4]","[3.7, 3.5, 3.6, 3.7, 3.3, 3.7]"
loc1,req2,mode4,7,y_0,1.0,21745747845.46187,1020.23,"[3451.139684, 857.626417, 1308.284405, 1328.230366, 1507.566649, 2751.618868]","[881.573667, 819.818355, 1050.178, 5063.334829, 1245.939484, 446.324669]","[2577.034468, 828.214926, 1281.871251, 93.276708, 1532.670232, 3360.540017]","[1.0, 0.9, 1.0, 1.1, 1.1, 1.1]","[0.1, 0.0, 0.0, 0.0, 0.1, 0.0]","[11.6, 13.0, 12.5, 12.9, 12.4, 12.5]","[1.6, 1.8, 1.5, 2.1, 1.6, 2.0]","[0.2, 0.2, 0.0, 0.2, 0.2, 0.0]","[0.1, 0.1, 0.1, 0.0, 0.0, 0.1]","[10.6, 11.2, 11.5, 11.7, 11.5, 11.7]","[3.1, 3.3, 2.9, 3.6, 3.0, 4.1]"
loc2,req1,mode1,7,y_0,1.0,21745747845.46187,745.5996923,"[3451.139684, 857.626417, 1308.284405, 1328.230366, 1507.566649, 2751.618868]","[881.573667, 819.818355, 1050.178, 5063.334829, 1245.939484, 446.324669]","[2577.034468, 828.214926, 1281.871251, 93.276708, 1532.670232, 3360.540017]","[1.0, 0.9, 1.0, 1.1, 1.1, 1.1]","[0.1, 0.0, 0.0, 0.0, 0.1, 0.0]","[11.6, 13.0, 12.5, 12.9, 12.4, 12.5]","[1.6, 1.8, 1.5, 2.1, 1.6, 2.0]","[0.2, 0.2, 0.0, 0.2, 0.2, 0.0]","[0.1, 0.1, 0.1, 0.0, 0.0, 0.1]","[10.6, 11.2, 11.5, 11.7, 11.5, 11.7]","[3.1, 3.3, 2.9, 3.6, 3.0, 4.1]"
loc2,req3,mode1,7,y_0,1.0,21745747845.46187,747.2272727,"[3451.139684, 857.626417, 1308.284405, 1328.230366, 1507.566649, 2751.618868]","[881.573667, 819.818355, 1050.178, 5063.334829, 1245.939484, 446.324669]","[2577.034468, 828.214926, 1281.871251, 93.276708, 1532.670232, 3360.540017]","[1.0, 0.9, 1.0, 1.1, 1.1, 1.1]","[0.1, 0.0, 0.0, 0.0, 0.1, 0.0]","[11.6, 13.0, 12.5, 12.9, 12.4, 12.5]","[1.6, 1.8, 1.5, 2.1, 1.6, 2.0]","[0.2, 0.2, 0.0, 0.2, 0.2, 0.0]","[0.1, 0.1, 0.1, 0.0, 0.0, 0.1]","[10.6, 11.2, 11.5, 11.7, 11.5, 11.7]","[3.1, 3.3, 2.9, 3.6, 3.0, 4.1]"
loc2,req3,mode3,7,y_0,1.0,21745747845.46187,2688.76,"[3451.139684, 857.626417, 1308.284405, 1328.230366, 1507.566649, 2751.618868]","[881.573667, 819.818355, 1050.178, 5063.334829, 1245.939484, 446.324669]","[2577.034468, 828.214926, 1281.871251, 93.276708, 1532.670232, 3360.540017]","[1.0, 0.9, 1.0, 1.1, 1.1, 1.1]","[0.1, 0.0, 0.0, 0.0, 0.1, 0.0]","[11.6, 13.0, 12.5, 12.9, 12.4, 12.5]","[1.6, 1.8, 1.5, 2.1, 1.6, 2.0]","[0.2, 0.2, 0.0, 0.2, 0.2, 0.0]","[0.1, 0.1, 0.1, 0.0, 0.0, 0.1]","[10.6, 11.2, 11.5, 11.7, 11.5, 11.7]","[3.1, 3.3, 2.9, 3.6, 3.0, 4.1]"
loc3,req4,mode3,7,y_0,1.0,21745747845.46187,2201.83,"[3451.139684, 857.626417, 1308.284405, 1328.230366, 1507.566649, 2751.618868]","[881.573667, 819.818355, 1050.178, 5063.334829, 1245.939484, 446.324669]","[2577.034468, 828.214926, 1281.871251, 93.276708, 1532.670232, 3360.540017]","[1.0, 0.9, 1.0, 1.1, 1.1, 1.1]","[0.1, 0.0, 0.0, 0.0, 0.1, 0.0]","[11.6, 13.0, 12.5, 12.9, 12.4, 12.5]","[1.6, 1.8, 1.5, 2.1, 1.6, 2.0]","[0.2, 0.2, 0.0, 0.2, 0.2, 0.0]","[0.1, 0.1, 0.1, 0.0, 0.0, 0.1]","[10.6, 11.2, 11.5, 11.7, 11.5, 11.7]","[3.1, 3.3, 2.9, 3.6, 3.0, 4.1]"
loc1,req1,mode1,8,y_0,1.0,15866287539.16678,745.5996923,"[1310.435594, 1405.613596, 1285.197186, 1538.831521, 1420.392345, 4408.410255]","[884.122461, 1034.218232, 294.841464, 1204.60485, 989.230774, 1227.1121]","[1167.928208, 1330.062638, 880.007222, 1466.690996, 1275.135108, 3364.31437]","[1.0, 1.0, 0.9, 0.9, 1.2, 1.1]","[0.0, 0.1, 0.0, 0.0, 0.0, 0.1]","[12.5, 12.2, 12.3, 12.1, 12.0, 12.2]","[1.8, 1.7, 1.5, 1.6, 2.0, 1.6]","[0.2, 0.3, 0.0, 0.3, 0.2, 0.0]","[0.1, 0.1, 0.1, 0.1, 0.0, 0.1]","[11.6, 11.0, 11.5, 11.3, 10.8, 11.1]","[3.3, 3.0, 3.6, 3.2, 3.1, 3.6]"
loc2,req2,mode2,8,y_0,1.0,15866287539.16678,1231.476984,"[1310.435594, 1405.613596, 1285.197186, 1538.831521, 1420.392345, 4408.410255]","[884.122461, 1034.218232, 294.841464, 1204.60485, 989.230774, 1227.1121]","[1167.928208, 1330.062638, 880.007222, 1466.690996, 1275.135108, 3364.31437]","[1.0, 1.0, 0.9, 0.9, 1.2, 1.1]","[0.0, 0.1, 0.0, 0.0, 0.0, 0.1]","[12.5, 12.2, 12.3, 12.1, 12.0, 12.2]","[1.8, 1.7, 1.5, 1.6, 2.0, 1.6]","[0.2, 0.3, 0.0, 0.3, 0.2, 0.0]","[0.1, 0.1, 0.1, 0.1, 0.0, 0.1]","[11.6, 11.0, 11.5, 11.3, 10.8, 11.1]","[3.3, 3.0, 3.6, 3.2, 3.1, 3.6]"
loc2,req3,mode2,8,y_0,2.0,15866287539.16678,1472.297377,"[1310.435594, 1405.613596, 1285.197186, 1538.831521, 1420.392345, 4408.410255]","[884.122461, 1034.218232, 294.841464, 1204.60485, 989.230774, 1227.1121]","[1167.928208, 1330.062638, 880.007222, 1466.690996, 1275.135108, 3364.31437]","[1.0, 1.0, 0.9, 0.9, 1.2, 1.1]","[0.0, 0.1, 0.0, 0.0, 0.0, 0.1]","[12.5, 12.2, 12.3, 12.1, 12.0, 12.2]","[1.8, 1.7, 1.5, 1.6, 2.0, 1.6]","[0.2, 0.3, 0.0, 0.3, 0.2, 0.0]","[0.1, 0.1, 0.1, 0.1, 0.0, 0.1]","[11.6, 11.0, 11.5, 11.3, 10.8, 11.1]","[3.3, 3.0, 3.6, 3.2, 3.1, 3.6]"
loc3,req4,mode3,8,y_0,1.0,15866287539.16678,2201.83,"[1310.435594, 1405.613596, 1285.197186, 1538.831521, 1420.392345, 4408.410255]","[884.122461, 1034.218232, 294.841464, 1204.60485, 989.230774, 1227.1121]","[1167.928208, 1330.062638, 880.007222, 1466.690996, 1275.135108, 3364.31437]","[1.0, 1.0, 0.9, 0.9, 1.2, 1.1]","[0.0, 0.1, 0.0, 0.0, 0.0, 0.1]","[12.5, 12.2, 12.3, 12.1, 12.0, 12.2]","[1.8, 1.7, 1.5, 1.6, 2.0, 1.6]","[0.2, 0.3, 0.0, 0.3, 0.2, 0.0]","[0.1, 0.1, 0.1, 0.1, 0.0, 0.1]","[11.6, 11.0, 11.5, 11.3, 10.8, 11.1]","[3.3, 3.0, 3.6, 3.2, 3.1, 3.6]"
loc1,req2,mode4,9,y_0,1.0,13271887474.500456,1020.23,"[-614.473355, 2629.18709, 1144.361362, 1581.824785, 1419.069966, 821.268221]","[814.174857, 1018.811717, 857.883521, 934.763752, 1052.176542, 794.242602]","[-113.421381, 2084.532217, 1036.003067, 1356.449374, 1301.985037, 799.660599]","[0.9, 0.9, 0.9, 1.0, 1.0, 0.9]","[0.0, 0.1, 0.0, 0.1, 0.0, 0.0]","[11.3, 11.9, 11.4, 12.6, 12.9, 11.2]","[1.8, 1.5, 1.4, 1.6, 1.6, 1.4]","[0.2, 0.2, 0.0, 0.3, 0.2, 0.0]","[0.1, 0.1, 0.0, 0.1, 0.0, 0.1]","[9.9, 10.5, 10.3, 11.3, 11.9, 10.5]","[3.2, 3.2, 2.8, 3.5, 3.3, 3.1]"
loc2,req1,mode1,9,y_0,1.0,13271887474.500456,745.5996923,"[-614.473355, 2629.18709, 1144.361362, 1581.824785, 1419.069966, 821.268221]","[814.174857, 1018.811717, 857.883521, 934.763752, 1052.176542, 794.242602]","[-113.421381, 2084.532217, 1036.003067, 1356.449374, 1301.985037, 799.660599]","[0.9, 0.9, 0.9, 1.0, 1.0, 0.9]","[0.0, 0.1, 0.0, 0.1, 0.0, 0.0]","[11.3, 11.9, 11.4, 12.6, 12.9, 11.2]","[1.8, 1.5, 1.4, 1.6, 1.6, 1.4]","[0.2, 0.2, 0.0, 0.3, 0.2, 0.0]","[0.1, 0.1, 0.0, 0.1, 0.0, 0.1]","[9.9, 10.5, 10.3, 11.3, 11.9, 10.5]","[3.2, 3.2, 2.8, 3.5, 3.3, 3.1]"
loc2,req3,mode1,9,y_0,1.0,13271887474.500456,747.2272727,"[-614.473355, 2629.18709, 1144.361362, 1581.824785, 1419.069966, 821.268221]","[814.174857, 1018.811717, 857.883521, 934.763752, 1052.176542, 794.242602]","[-113.421381, 2084.532217, 1036.003067, 1356.449374, 1301.985037, 799.660599]","[0.9, 0.9, 0.9, 1.0, 1.0, 0.9]","[0.0, 0.1, 0.0, 0.1, 0.0, 0.0]","[11.3, 11.9, 11.4, 12.6, 12.9, 11.2]","[1.8, 1.5, 1.4, 1.6, 1.6, 1.4]","[0.2, 0.2, 0.0, 0.3, 0.2, 0.0]","[0.1, 0.1, 0.0, 0.1, 0.0, 0.1]","[9.9, 10.5, 10.3, 11.3, 11.9, 10.5]","[3.2, 3.2, 2.8, 3.5, 3.3, 3.1]"
loc2,req3,mode3,9,y_0,1.0,13271887474.500456,2688.76,"[-614.473355, 2629.18709, 1144.361362, 1581.824785, 1419.069966, 821.268221]","[814.174857, 1018.811717, 857.883521, 934.763752, 1052.176542, 794.242602]","[-113.421381, 2084.532217, 1036.003067, 1356.449374, 1301.985037, 799.660599]","[0.9, 0.9, 0.9, 1.0, 1.0, 0.9]","[0.0, 0.1, 0.0, 0.1, 0.0, 0.0]","[11.3, 11.9, 11.4, 12.6, 12.9, 11.2]","[1.8, 1.5, 1.4, 1.6, 1.6, 1.4]","[0.2, 0.2, 0.0, 0.3, 0.2, 0.0]","[0.1, 0.1, 0.0, 0.1, 0.0, 0.1]","[9.9, 10.5, 10.3, 11.3, 11.9, 10.5]","[3.2, 3.2, 2.8, 3.5, 3.3, 3.1]"
loc3,req4,mode3,9,y_0,1.0,13271887474.500456,2201.83,"[-614.473355, 2629.18709, 1144.361362, 1581.824785, 1419.069966, 821.268221]","[814.174857, 1018.811717, 857.883521, 934.763752, 1052.176542, 794.242602]","[-113.421381, 2084.532217, 1036.003067, 1356.449374, 1301.985037, 799.660599]","[0.9, 0.9, 0.9, 1.0, 1.0, 0.9]","[0.0, 0.1, 0.0, 0.1, 0.0, 0.0]","[11.3, 11.9, 11.4, 12.6, 12.9, 11.2]","[1.8, 1.5, 1.4, 1.6, 1.6, 1.4]","[0.2, 0.2, 0.0, 0.3, 0.2, 0.0]","[0.1, 0.1, 0.0, 0.1, 0.0, 0.1]","[9.9, 10.5, 10.3, 11.3, 11.9, 10.5]","[3.2, 3.2, 2.8, 3.5, 3.3, 3.1]"
